mapping_key,flow_key,lang-es,flow_es,en,ht,ru,zh-hans,ko,vi,zh-hant
RETRANSLATION NEEDED,/results/fg-alert-64891c/p-93a6b5,,"For more information, see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/es/publications/p596"">Publication 596</a>, Earned Income Credit.","For more information, see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">Publication 596</a>, Earned Income Credit.","Pou jwenn plis enfòmasyon, gade <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">Piblikasyon 596</a>, Kredi Revni Ou Touche.","Для получения дополнительной информации см. <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">Публикацию 596</a>, Налоговый зачет за заработанный доход.","如需了解更多信息，请参阅<a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">第 596 号出版物</a>，所得税抵免。","자세한 내용은 <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">간행물 596</a>, 근로 소득 세액 공제를 참조하십시오.","Để biết thêm thông tin, hãy xem <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">Ấn phẩm 596</a>, Tín dụng Thu nhập Kiếm được.","如需了解更多資訊，請參閱<a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596"">第 596 號出版物</a>，所得稅抵免。"
RETRANSLATION NEEDED,/qualifying-children/modal-age-comparison/p-1a035f,,"Para obtener más información, visite la <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596sp"">Publicación 596, Crédito por ingreso del trabajo, Requisito de edad</a>.","For more information see <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">Publication 596</a>, Earned Income Credit, Age Test.","Pou jwenn plis enfòmasyon gade <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">Piblikasyon 596</a>, Kredi Revni Ou Touche, Tès Laj.","Для получения дополнительной информации см. <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">Публикацию 596</a>, Налоговый зачет за заработанный доход, Возрастной критерий.","如需了解更多信息，请参阅<a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">第 596 号出版物</a>，所得税抵免，年龄测试。","자세한 내용은 <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">간행물 596</a>, 근로 소득 세액 공제, 연령 테스트를 참조하십시오.","Để biết thêm thông tin, hãy xem <a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">Ấn phẩm 596</a>, Tín dụng Thu nhập Kiếm được, Bài kiểm tra tuổi.","如需了解更多資訊，請參閱<a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/publications/p596#en_US_2019_publink1000298140"">第 596 號出版物</a>，所得稅抵免，年齡測試。"
RETRANSLATION NEEDED,/filing-status/modal-filing-status/p-5b3ae2,,"<a target=""_blank"" class=""usa-link"" href=""https://www.irs.gov/es/filing/filing-status"">Conoce más sobre cada estado civil<span class=""usa-sr-only""> (abre en una nueva pestaña)</span></a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">Learn more about filing statuses<span class=""usa-sr-only""> (opens in a new tab)</span>.</a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">Aprann plis sou estati deklarasyon yo<span class=""usa-sr-only""> (opens in a new tab)</span>.</a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">Узнайте больше о статусах подачи<span class=""usa-sr-only""> (opens in a new tab)</span>.</a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">了解有关报税身份的更多信息<span class=""usa-sr-only""> (opens in a new tab)</span>。</a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">보고 상태에 대해 자세히 알아보기<span class=""usa-sr-only""> (opens in a new tab)</span>.</a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">Tìm hiểu thêm về tình trạng khai thuế<span class=""usa-sr-only""> (opens in a new tab)</span>.</a>","<a target=""_blank"" href=""https://www.irs.gov/filing/filing-status"">了解有關報稅身分的更多資訊<span class=""usa-sr-only""> (opens in a new tab)</span>。</a>"
RETRANSLATION NEEDED,/filing-status/modal-claiming-dependents/ul-0/li-9a6fc3,,"Parientes o miembros de tu hogar que reciben de ti más de la mitad de sus costos de vida y tienen un sueldo bruto menor de <fg-show path=""/eitcChildGrossIncomeLimit""/>","Relatives or members of your household who get more than half of their financial support from you and who have a gross income under <fg-show path=""/eitcChildGrossIncomeLimit""/>","Fanmi oswa manm nan kay ou ki jwenn plis pase mwatye sipò finansye yo nan men ou epi ki gen yon revni brit ki mwens pase <fg-show path=""/eitcChildGrossIncomeLimit""/>","Родственники или члены вашей семьи, которые получают от вас более половины своей финансовой поддержки и чей валовой доход составляет менее <fg-show path=""/eitcChildGrossIncomeLimit""/>","从您那里获得一半以上财务支持，且总收入低于 <fg-show path=""/eitcChildGrossIncomeLimit""/> 的亲属或家庭成员","귀하로부터 재정 지원의 절반 이상을 받고 총소득이 <fg-show path=""/eitcChildGrossIncomeLimit""/> 미만인 친척 또는 가구원","Người thân hoặc thành viên trong gia đình bạn, những người nhận được hơn một nửa sự hỗ trợ tài chính từ bạn và có tổng thu nhập dưới <fg-show path=""/eitcChildGrossIncomeLimit""/>","從您那裡獲得一半以上財務支持，且總收入低於 <fg-show path=""/eitcChildGrossIncomeLimit""/> 的親屬或家庭成員"
RETRANSLATION NEEDED,/filing-status/modal-filing-status/p-c0b92c,,"Si no hubo un cambio en tu estado civil o situación familiar este año, podrías usar el estado civil de tu declaración del <fg-show path=""/lastTaxYear""/>.","If there's no change in your marital status or family situation this year, then you may want to use the same filing status from your <fg-show path=""/lastTaxYear""/> tax return.","Si pa gen okenn chanjman nan estati matrimonyal ou oswa nan sitiyasyon fanmi ou ane sa a, Lè sa a, ou ka vle sèvi ak menm estati deklarasyon nan deklarasyon taks ou nan <fg-show path=""/lastTaxYear""/>.","Если в этом году в вашем семейном положении или семейной ситуации не произошло изменений, то вы можете использовать тот же статус подачи из вашей налоговой декларации за <fg-show path=""/lastTaxYear""/> год.","如果今年您的婚姻状况或家庭情况没有发生变化，那么您可能希望使用 <fg-show path=""/lastTaxYear""/> 纳税申报表中相同的报税身份。","올해 혼인 상태나 가족 상황에 변화가 없는 경우, <fg-show path=""/lastTaxYear""/> 세금 보고서와 동일한 보고 상태를 사용하는 것이 좋을 수 있습니다.","Nếu không có sự thay đổi nào về tình trạng hôn nhân hoặc hoàn cảnh gia đình của bạn trong năm nay, thì bạn có thể muốn sử dụng cùng một tình trạng khai thuế từ tờ khai thuế <fg-show path=""/lastTaxYear""/> của mình.","如果今年您的婚姻狀況或家庭情況沒有發生變化，那麼您可能希望使用 <fg-show path=""/lastTaxYear""/> 納稅申報表中相同的報稅身分。"
RETRANSLATION NEEDED,/filing-status/modal-filing-status/ul-4/li-2bf38a,,"Tu esposo(a) falleció en el <fg-show path=""/lastTaxYear""/> ó <fg-show path=""/taxYearMinusTwo""/>","Your spouse died in <fg-show path=""/lastTaxYear""/> or <fg-show path=""/taxYearMinusTwo""/>","Mari oswa madanm ou te mouri nan <fg-show path=""/lastTaxYear""/> oswa <fg-show path=""/taxYearMinusTwo""/>","Ваш супруг(а) умер(ла) в <fg-show path=""/lastTaxYear""/> или <fg-show path=""/taxYearMinusTwo""/> году","您的配偶在 <fg-show path=""/lastTaxYear""/> 或 <fg-show path=""/taxYearMinusTwo""/> 年去世","배우자가 <fg-show path=""/lastTaxYear""/> 또는 <fg-show path=""/taxYearMinusTwo""/>년에 사망했습니다","Vợ/chồng của bạn đã qua đời vào năm <fg-show path=""/lastTaxYear""/> hoặc <fg-show path=""/taxYearMinusTwo""/>","您的配偶在 <fg-show path=""/lastTaxYear""/> 或 <fg-show path=""/taxYearMinusTwo""/> 年去世"
RETRANSLATION NEEDED,/agi/fg-detail-9166fe//educatorExpenses//hint,,"(max <fg-show path=""/maxEducatorExpensesLimit""/>)","(max <fg-show path=""/maxEducatorExpensesLimit""/>)","(maksimòm <fg-show path=""/maxEducatorExpensesLimit""/>)","(макс. <fg-show path=""/maxEducatorExpensesLimit""/>)","(最多 <fg-show path=""/maxEducatorExpensesLimit""/>)","(최대 <fg-show path=""/maxEducatorExpensesLimit""/>)","(tối đa <fg-show path=""/maxEducatorExpensesLimit""/>)","(最多 <fg-show path=""/maxEducatorExpensesLimit""/>)"
RETRANSLATION NEEDED,/agi/fg-detail-2c7735//studentLoanInterestAmount/hint,,"(max <fg-show path=""/maxStudentLoanDeduction""/>)","(max <fg-show path=""/maxStudentLoanDeduction""/>)","(maksimòm <fg-show path=""/maxStudentLoanDeduction""/>)","(макс. <fg-show path=""/maxStudentLoanDeduction""/>)","(最多 <fg-show path=""/maxStudentLoanDeduction""/>)","(최대 <fg-show path=""/maxStudentLoanDeduction""/>)","(tối đa <fg-show path=""/maxStudentLoanDeduction""/>)","(最多 <fg-show path=""/maxStudentLoanDeduction""/>)"
RETRANSLATION NEEDED,/filing-status//couldClaimChildAsDependentInCurrentTaxYearWithExceptions/question,,"Podría reclamar a su hijo o hijastro como persona dependiente EXCEPTO que, en el año <fg-show path=""/taxYear""/>: 1) El hjo tenía ingresos brutos que superaban el límite de <fg-show path=""/eitcChildGrossIncomeLimit""/> para el año <fg-show path=""/taxYear""/>; 2) El hijo presentó una declaración conjunta; o 3) ¿Usted podría ser reclamado como persona dependiente en la declaración de otra persona?","Could you claim your child or stepchild as a dependent EXCEPT that, for <fg-show path=""/taxYear""/>: 1) The child had gross income that was above the threshold of <fg-show path=""/eitcChildGrossIncomeLimit""/> for <fg-show path=""/taxYear""/>; 2) The child filed a joint return; or 3) You could be claimed as a dependent on someone else's return?","Èske ou ta ka reklame pitit ou a oswa bofis/bèlfi ou kòm yon moun ki depann EKSÈPTE ke, pou <fg-show path=""/taxYear""/>: 1) Timoun nan te gen revni brit ki te pi wo pase limit <fg-show path=""/eitcChildGrossIncomeLimit""/> pou <fg-show path=""/taxYear""/>; 2) Timoun nan te fè yon deklarasyon ansanm; oswa 3) Ou ta ka reklame kòm yon moun ki depann sou deklarasyon yon lòt moun?","Могли бы вы заявить своего ребенка или пасынка/падчерицу в качестве иждивенца ЗА ИСКЛЮЧЕНИЕМ того, что в <fg-show path=""/taxYear""/> году: 1) У ребенка был валовой доход, превышающий пороговое значение в <fg-show path=""/eitcChildGrossIncomeLimit""/> за <fg-show path=""/taxYear""/> год; 2) Ребенок подал совместную декларацию; или 3) Вас могли заявить в качестве иждивенца в чьей-то еще декларации?","您是否可以将您的孩子或继子女申请为被抚养人，除非在 <fg-show path=""/taxYear""/> 年：1) 孩子的总收入高于 <fg-show path=""/taxYear""/> 年的 <fg-show path=""/eitcChildGrossIncomeLimit""/> 门槛；2) 孩子进行了联合申报；或者 3) 您可以在别人的报税表中被申请为被抚养人？","<fg-show path=""/taxYear""/>년에 대해 다음을 제외하고 자녀 또는 의붓자녀를 부양가족으로 청구할 수 있습니까: 1) 자녀의 총소득이 <fg-show path=""/taxYear""/>년도 임계값인 <fg-show path=""/eitcChildGrossIncomeLimit""/>를 초과했습니다; 2) 자녀가 공동 보고서를 제출했습니다; 또는 3) 귀하가 다른 사람의 보고서에 부양가족으로 청구될 수 있습니다?","Bạn có thể yêu cầu con ruột hoặc con riêng của mình là người phụ thuộc NGOẠI TRỪ việc, trong năm <fg-show path=""/taxYear""/>: 1) Đứa trẻ có tổng thu nhập cao hơn mức ngưỡng là <fg-show path=""/eitcChildGrossIncomeLimit""/> cho năm <fg-show path=""/taxYear""/>; 2) Đứa trẻ đã nộp một tờ khai chung; hoặc 3) Bạn có thể được yêu cầu là người phụ thuộc trên tờ khai của người khác?","您是否可以將您的孩子或繼子女申請為被撫養人，除非在 <fg-show path=""/taxYear""/> 年：1) 孩子的總收入高於 <fg-show path=""/taxYear""/> 年的 <fg-show path=""/eitcChildGrossIncomeLimit""/> 門檻；2) 孩子進行了聯合申報；或者 3) 您可以在別人的報稅表中被申請為被撫養人？"
RETRANSLATION NEEDED,/filing-status/modal-filing-status/ul-4/li-4ef74f,,"No te volviste a casar antes del <fg-show path=""/taxYear""/>","You didn't remarry before <fg-show path=""/taxYear""/>","Ou pa t remarye anvan <fg-show path=""/taxYear""/>","Вы не вступили в повторный брак до <fg-show path=""/taxYear""/> года","您在 <fg-show path=""/taxYear""/> 之前没有再婚","<fg-show path=""/taxYear""/>년 전에 재혼하지 않았습니다","Bạn đã không tái hôn trước năm <fg-show path=""/taxYear""/>","您在 <fg-show path=""/taxYear""/> 之前沒有再婚"
RETRANSLATION NEEDED,/agi/fg-detail-e97d7b//alimonyPaid/question,,"Pensión alimenticia pagada por tu o tu esposa(o) en el <fg-show path=""/taxYear""/>","Alimony you paid in <fg-show path=""/taxYear""/>","Pansyon alimantè ou te peye nan <fg-show path=""/taxYear""/>","Алименты, которые вы заплатили в <fg-show path=""/taxYear""/> году","您在 <fg-show path=""/taxYear""/> 支付的赡养费","<fg-show path=""/taxYear""/>년에 지불한 위자료","Tiền cấp dưỡng bạn đã trả trong năm <fg-show path=""/taxYear""/>","您在 <fg-show path=""/taxYear""/> 支付的贍養費"
RETRANSLATION NEEDED,/agi/fg-alert-8b7db9/p-3abe5f,,"Para reclamar el EITC, debe haber tenido ingresos del trabajo (por ejemplo, salarios o ganancias netas del trabajo por cuenta propia). Según los ingresos que ingresó, sus ingresos del trabajo para <fg-show path=""/taxYear""/> fueron cero o menos; por lo tanto, no califica para el EITC.","To claim the EITC, you must have had earned income (for example, wages or net earnings from self-employment). Based on the income you entered, your earned income for <fg-show path=""/taxYear""/> was zero or less, so you don’t qualify for the EITC.","Pou reklame EITC a, ou dwe gen revni ou touche (pa egzanp, salè oswa salè nèt nan travay poukont ou). Dapre revni ou te antre a, revni ou touche pou <fg-show path=""/taxYear""/> te zewo oswa mwens, kidonk ou pa kalifye pou EITC a.","Чтобы претендовать на EITC, у вас должен быть заработанный доход (например, заработная плата или чистый доход от самозанятости). Судя по доходу, который вы ввели, ваш заработанный доход за <fg-show path=""/taxYear""/> год был равен нулю или меньше, поэтому вы не соответствуете требованиям для получения EITC.","要申请 EITC，您必须有赚取的收入（例如，工资或自营职业的净收入）。根据您输入的收入，您在 <fg-show path=""/taxYear""/> 年的赚取收入为零或更少，因此您不符合 EITC 的条件。","EITC를 청구하려면 근로 소득(예: 임금 또는 자영업 순이익)이 있어야 합니다. 입력한 소득을 기준으로 <fg-show path=""/taxYear""/>년의 근로 소득이 0 이하이므로 EITC 자격이 없습니다.","Để yêu cầu EITC, bạn phải có thu nhập kiếm được (ví dụ: tiền lương hoặc thu nhập ròng từ việc tự kinh doanh). Dựa trên thu nhập bạn đã nhập, thu nhập kiếm được của bạn trong năm <fg-show path=""/taxYear""/> bằng không hoặc ít hơn, vì vậy bạn không đủ điều kiện nhận EITC.","要申請 EITC，您必須有賺取的收入（例如，工資或自僱的淨收入）。根據您輸入的收入，您在 <fg-show path=""/taxYear""/> 年的賺取收入為零或更少，因此您不符合 EITC 的條件。"
RETRANSLATION NEEDED,/agi/modal-self-employment-deductions/p-a81df3,,"Si trabajó por cuenta propia en 2025, puede encontrar sus gastos deducibles en la línea 28 del Anexo C.","If you were self-employed in <fg-show path=""/taxYear""/> you can find your deductible expenses on line 28 of Schedule C.","Si ou t ap travay pou kont ou nan <fg-show path=""/taxYear""/>, ou ka jwenn depans franchiz ou yo nan liy 28 nan Orè C a.","Если вы были самозанятым в <fg-show path=""/taxYear""/> году, вы можете найти свои вычитаемые расходы в строке 28 Приложения C.","如果您在 <fg-show path=""/taxYear""/> 年是自雇人士，您可以在附表 C 的第 28 行找到您的可扣除费用。","<fg-show path=""/taxYear""/>년에 자영업자였다면 스케줄 C의 28번 줄에서 공제 가능한 경비를 찾을 수 있습니다.","Nếu bạn làm nghề tự do vào năm <fg-show path=""/taxYear""/>, bạn có thể tìm thấy các chi phí được khấu trừ của mình ở dòng 28 của Bản kê C.","如果您在 <fg-show path=""/taxYear""/> 年是自僱人士，您可以在附表 C 的第 28 行找到您的可扣除費用。"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/isQCYoungerThanSelfOrSpouse/modalLink,,"<modal-link for=""modal-age-comparison"">¿Por qué preguntamos si son más jóvenes que <span condition=""/isFilingStatusMFJ"" operator=""isFalse"">usted?</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">usted o su cónyuge?</span></modal-link>","<modal-link for=""modal-age-comparison"">Why do we ask if they're younger than <span condition=""/isFilingStatusMFJ"" operator=""isFalse"">you?</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">you or your spouse?</span></modal-link>","<modal-link for=""modal-age-comparison"">Poukisa nou mande si yo pi piti pase <span condition=""/isFilingStatusMFJ"" operator=""isFalse"">ou?</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">ou menm oswa mari/madanm ou?</span></modal-link>","<modal-link for=""modal-age-comparison"">Почему мы спрашиваем, моложе ли они <span condition=""/isFilingStatusMFJ"" operator=""isFalse"">вас?</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">вас или вашего супруга(и)?</span></modal-link>","<modal-link for=""modal-age-comparison"">我们为什么要问他们是否比<span condition=""/isFilingStatusMFJ"" operator=""isFalse"">您</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">您或您的配偶</span>年轻？</modal-link>","<modal-link for=""modal-age-comparison"">왜 그들이 <span condition=""/isFilingStatusMFJ"" operator=""isFalse"">귀하</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">귀하 또는 귀하의 배우자</span>보다 어린지 묻는 이유는 무엇입니까?</modal-link>","<modal-link for=""modal-age-comparison"">Tại sao chúng tôi lại hỏi liệu họ có nhỏ tuổi hơn <span condition=""/isFilingStatusMFJ"" operator=""isFalse"">bạn không?</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">bạn hoặc vợ/chồng bạn không?</span></modal-link>","<modal-link for=""modal-age-comparison"">我們為什麼要問他們是否比<span condition=""/isFilingStatusMFJ"" operator=""isFalse"">您</span><span condition=""/isFilingStatusMFJ"" operator=""isTrue"">您或您的配偶</span>年輕？</modal-link>"
RETRANSLATION NEEDED,///isUSCitizenOrResidentAlien/modalLink,,"<modal-link for=""modal-citizen"">¿Califico como ciudadano/a estadounidense o residente para EITC?</modal-link>","<modal-link for=""modal-citizen"">Do I qualify as a U.S. citizen or resident for EITC?</modal-link>","<modal-link for=""modal-citizen"">Èske m kalifye kòm sitwayen ameriken oswa kòm yon moun ki abite nan peyi a pou jwenn EITC?</modal-link>","<modal-link for=""modal-citizen"">Соответствую ли я требованиям в качестве гражданина или резидента США для получения EITC?</modal-link>","<modal-link for=""modal-citizen"">我是否符合作为美国公民或居民申请 EITC 的条件？</modal-link>","<modal-link for=""modal-citizen"">미국 시민권자 또는 거주자로서 EITC 자격이 있습니까?</modal-link>","<modal-link for=""modal-citizen"">Tôi có đủ điều kiện là công dân hoặc cư dân Hoa Kỳ cho EITC không?</modal-link>","<modal-link for=""modal-citizen"">我是否符合作為美國公民或居民申請 EITC 的條件？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/someoneElseCanClaim/modalLink,,"<modal-link for=""modal-claimed-someone-else"">¿Qué ocurre si más de una persona puede reclamarlos?</modal-link>","<modal-link for=""modal-claimed-someone-else"">What if more than one person can claim them?</modal-link>","<modal-link for=""modal-claimed-someone-else"">Kisa m ta dwe fè si gen plis pase yon moun ki kapab deklare yo?</modal-link>","<modal-link for=""modal-claimed-someone-else"">Что делать, если на них может претендовать более одного человека?</modal-link>","<modal-link for=""modal-claimed-someone-else"">如果不止一个人可以申请他们怎么办？</modal-link>","<modal-link for=""modal-claimed-someone-else"">두 사람 이상이 청구할 수 있다면 어떻게 합니까?</modal-link>","<modal-link for=""modal-claimed-someone-else"">Nếu có nhiều hơn một người có thể yêu cầu họ thì sao?</modal-link>","<modal-link for=""modal-claimed-someone-else"">如果不止一個人可以申請他們怎麼辦？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/isClaimingQCRegardless/modalLink,,"<modal-link for=""modal-claimed-someone-else"">¿Qué ocurre si más de una persona puede reclamarlos?</modal-link>","<modal-link for=""modal-claimed-someone-else"">What if more than one person can claim them?</modal-link>","<modal-link for=""modal-claimed-someone-else"">Kisa k pase si gen plis pase yon moun ki ka reklame yo?</modal-link>","<modal-link for=""modal-claimed-someone-else"">Что если на них может претендовать более одного человека?</modal-link>","<modal-link for=""modal-claimed-someone-else"">如果不止一个人可以申请他们怎么办？</modal-link>","<modal-link for=""modal-claimed-someone-else"">두 사람 이상이 청구할 수 있다면 어떻게 합니까?</modal-link>","<modal-link for=""modal-claimed-someone-else"">Điều gì xảy ra nếu nhiều hơn một người có thể yêu cầu họ?</modal-link>","<modal-link for=""modal-claimed-someone-else"">如果不止一個人可以申請他們怎麼辦？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/isPermanentlyDisabled/modalLink,,"<modal-link for=""modal-disabled"">¿Qué se considera incapacidad permanente y total?</modal-link>","<modal-link for=""modal-disabled"">What counts as permanently and totally disabled?</modal-link>","<modal-link for=""modal-disabled"">Kisa k konte kòm pèmanan epi ki enfim nèt ale?</modal-link>","<modal-link for=""modal-disabled"">Что считается постоянной и полной инвалидностью?</modal-link>","<modal-link for=""modal-disabled"">什么算是永久性和完全残疾？</modal-link>","<modal-link for=""modal-disabled"">영구적이고 완전한 장애로 간주되는 것은 무엇입니까?</modal-link>","<modal-link for=""modal-disabled"">Điều gì được coi là khuyết tật vĩnh viễn và hoàn toàn?</modal-link>","<modal-link for=""modal-disabled"">什麼算是永久性和完全殘疾？</modal-link>"
RETRANSLATION NEEDED,/filing-status//initialFilingStatus/modalLink,,"<modal-link for=""modal-filing-status"">¿Cuál estado civil debo usar?</modal-link>","<modal-link for=""modal-filing-status"">Which filing status should I use?</modal-link>","<modal-link for=""modal-filing-status"">Ki estati deklarasyon m ta dwe itilize?</modal-link>","<modal-link for=""modal-filing-status"">Какой статус подачи мне следует использовать?</modal-link>","<modal-link for=""modal-filing-status"">我应该使用哪种报税身份？</modal-link>","<modal-link for=""modal-filing-status"">어떤 보고 상태를 사용해야 합니까?</modal-link>","<modal-link for=""modal-filing-status"">Tôi nên sử dụng tình trạng khai thuế nào?</modal-link>","<modal-link for=""modal-filing-status"">我應該使用哪種報稅身分？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-2c1033//hsaContributionAmount/modalLink,,"<modal-link for=""modal-hsa-deductions"">Qué son las deducciones por HSA?</modal-link>","<modal-link for=""modal-hsa-deductions"">What are HSA deductions?</modal-link>","<modal-link for=""modal-hsa-deductions"">Ki dediksyon HSA yo ye?</modal-link>","<modal-link for=""modal-hsa-deductions"">Что такое вычеты HSA?</modal-link>","<modal-link for=""modal-hsa-deductions"">什么是 HSA 扣除额？</modal-link>","<modal-link for=""modal-hsa-deductions"">HSA 공제란 무엇입니까?</modal-link>","<modal-link for=""modal-hsa-deductions"">Các khoản khấu trừ HSA là gì?</modal-link>","<modal-link for=""modal-hsa-deductions"">什麼是 HSA 扣除額？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-57c26a//deductionForTraditionalIRAContribution/modalLink,,"<modal-link for=""modal-ira-contributions"">¿Qué se considera una contribución a una cuenta IRA tradicional?</modal-link>","<modal-link for=""modal-ira-contributions"">What counts as traditional IRA contributions?</modal-link>","<modal-link for=""modal-ira-contributions"">Kisa k konte kòm kontribisyon IRA tradisyonèl?</modal-link>","<modal-link for=""modal-ira-contributions"">Что считается традиционными взносами в IRA?</modal-link>","<modal-link for=""modal-ira-contributions"">什么算是传统的 IRA 供款？</modal-link>","<modal-link for=""modal-ira-contributions"">전통적인 IRA 기여금으로 간주되는 것은 무엇입니까?</modal-link>","<modal-link for=""modal-ira-contributions"">Điều gì được coi là đóng góp IRA truyền thống?</modal-link>","<modal-link for=""modal-ira-contributions"">什麼算是傳統的 IRA 供款？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/mfjForRefundOnly/modalLink,,"<modal-link for=""modal-joint-return-with-another-person-exception"">¿Cuándo puede reclamar a alguien que presenta una declaración conjunta?</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">When can you claim someone who files a joint return?</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">Kilè ou ka reklame yon moun ki fè yon deklarasyon ansanm ak yon moun?</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">Когда вы можете претендовать на кого-то, кто подает совместную декларацию?</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">您什么时候可以申请提交联合申报表的人？</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">공동 보고서를 제출하는 사람을 언제 청구할 수 있습니까?</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">Khi nào bạn có thể yêu cầu một người nộp tờ khai chung?</modal-link>","<modal-link for=""modal-joint-return-with-another-person-exception"">您什麼時候可以申請提交聯合申報表的人？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/marriedFilingJointly/modalLink,,"<modal-link for=""modal-joint-return"">¿Puedo reclamar como dependiente a alguien que presenta una declaración conjunta?</modal-link>","<modal-link for=""modal-joint-return"">Can I claim someone who files a joint return?</modal-link>","<modal-link for=""modal-joint-return"">Èske mwen ka reklame yon moun ki fè yon deklarasyon ansanm ak yon moun?</modal-link>","<modal-link for=""modal-joint-return"">Могу ли я претендовать на кого-то, кто подает совместную декларацию?</modal-link>","<modal-link for=""modal-joint-return"">我可以申请提交联合申报表的人吗？</modal-link>","<modal-link for=""modal-joint-return"">공동 보고서를 제출하는 사람을 청구할 수 있습니까?</modal-link>","<modal-link for=""modal-joint-return"">Tôi có thể yêu cầu một người nộp tờ khai chung không?</modal-link>","<modal-link for=""modal-joint-return"">我可以申請提交聯合申報表的人嗎？</modal-link>"
RETRANSLATION NEEDED,/filing-status//paidMoreThanHalfHomeCostsForChild/modalLink,,"<modal-link for=""modal-keeping-up-home"">¿Cómo calculo ""Mantener un hogar""?</modal-link>","<modal-link for=""modal-keeping-up-home"">How do I calculate &quot;Keeping Up a Home&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">Ki jan m ka kalkile ""Koute pou Kenbe Yon Kay""?</modal-link>","<modal-link for=""modal-keeping-up-home"">Как рассчитать &quot;Содержание дома&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">我该如何计算“维持家庭”？</modal-link>","<modal-link for=""modal-keeping-up-home"">&quot;가정 유지&quot;를 어떻게 계산합니까?</modal-link>","<modal-link for=""modal-keeping-up-home"">Làm cách nào để tính toán &quot;Duy trì một ngôi nhà&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">我該如何計算“維持家庭”？</modal-link>"
